age,id,length_min,title,uuid,violence_rating,violence_text
7,1261237,82,Scooby-Doo: The Mystery Begins,ec8d9066-5eac-49bb-98dd-9fc187d22a60,2.0,"The ghosts in this movie are ""real,"" not just the fake costumed creeps of past Scooby mysteries -- though there is one of those, too. Some of the scary ghost faces and poltergeist moments might be too frightening for youngest viewers. But a humorous tone is cast over the whole movie, which keeps the scary stuff at arm's length. The bad ghoul sprays the gang with a sleep spray and forces them to search an area for an item that he covets. Scooby and VP Grimes are put in cages."
17,1256878,122,Two for the Money,d54a81d6-3e35-4511-90c3-0b9d2fc448b7,3.0,"A disturbing broken leg in a football game early on, a few fights, and a beatdown by a brutal rich man, accompanied by his hired thug."
13,1260854,107,X-Men Origins: Wolverine,8cde55b4-a80c-4535-966c-702fde54b5dc,4.0,"Frequent, brutal comic-book violence, as well as real-world shootings, stabbings, and more. There's not a whole lot of blood (most of the mutants are indestructible), but characters are beaten, blown up, shot in the head, slashed with swords/claws, and impaled with blades/claws. There are human casualties, including characters who are close to Wolverine. A decapitated animal is seen, and there's another bloodless, special-effects decapitation. There's also war violence (from the Civil War to the Vietnam era) and vivid, graphic medical/experimentation imagery."
12,1254446,99,The Tuxedo,871c1840-5197-4b73-80cf-747c54c1c193,3.0,Comic peril and action violence.
10,1254110,85,The Gunfighter,d187a7b9-e6e3-420b-8277-1fcd1eee0643,3.0,Gunfights.
15,1252926,112,Hamlet (2000),7b8bb0d6-da1f-4b97-acd6-ac3386198412,3.0,Characters killed with guns and poison.
15,1262746,117,Multiplicity,c40d12e4-165e-4af5-9d40-587b4d925ab4,1.0,Humorous threats and slapstick. A character is threatened with a drywall hammer. Another character is picked up out of a Port-a-Potty by a bulldozer. A wife slaps her husband and other characters have anger issues.
6,1262476,89,The Dog Who Saved Christmas Vacation,94805c89-4c70-40c2-9721-401af0ee85ca,2.0,"Slapstick physical comedy like a man tumbling down stairs, some minor falls, and a man being tackled by his brother-in-law. Some mild suspense, including one in which two robbers threaten a dog’s life."
7,1261534,90,Planet 51,08dc3dc1-519a-496a-92c3-1ae8f2088e53,2.0,"An alien general and soldiers try to take down the American astronaut with military weapons and guns. An alien doctor is after Chuck's brain -- for scientific reasons, of course..."
8,1257802,107,Fly Away Home,e6c67907-3438-4999-9e82-f6c6357b959e,2.0,"Early in the film, a car accident is shown from the point of view of the driver's seat as the car flips several times. A character hits a police officer over the head with a metal bowl after the officer attempts to clip the wings of one of the Canada geese. Hunters are shown shooting at geese."
4,1253033,85,Thomas and the Magic Railroad,97962e09-3a8a-4e11-b13d-37937d2c9663,1.0,"A conductor is thrown from a bad diesel train up in the air and many feet away, but he lands safely on sandbags. A good train is nearly pushed into a furnace by a bad train, with an assistant conductor riding on top."
14,1255377,97,Taxi,709c49bf-63b2-42ee-9523-d5327dac291d,3.0,"A lot of comic peril, car chases and explosions, shooting, characters injured."
8,1260696,98,Race to Witch Mountain,514a5648-97dc-40fa-b26c-c6c342aae8a4,3.0,"This film is more violent than most PG-rated Disney flicks. Not only is an alien assassin trying to kill the protagonists, but the government operatives are also ready to use deadly force. The scary alien sets fire to places and continuously tries to shoot Sarah, Seth, and pretty much anyone who's in his way. No one looks dead, but obviously the alien's explosions injure people. Sarah also uses her telepathy to set cars on fire or crash them in the street. Characters engage in hand-to-hand fights. The confrontations are loud and frightening, but there's no blood or obvious death."
7,1261063,95,Labou,72a1f675-546f-4795-9add-b0bec9a47544,2.0,"Some comic pratfalls when the construction crew chases the kids, but nothing notable. The ghost of Le Rouge appears periodically throughout the movie, but he's not too scary."
7,1257530,80,Garfield: A Tail of Two Kitties,9e232814-1a16-4e59-ae4d-5366e90e868d,3.0,"Animated cats and live-action animals involved in cartoonish violence: a cat kicks and otherwise abuses a dog; a cat is dumped in a river to drown (emerges from sewer very dirty), a dog bites a man's crotch and ""bottom,"" a dog pees on a Royal British guard (leading to a chase through the streets); slapsticky abuses of Dargis at end (he's chewed by a dog, falls, gets punched); he pulls out crossbow and gun to keep adversaries at bay."
6,1255276,89,The Lion King (1994),97282c0d-a331-40a4-9230-05a61786ffb0,3.0,"There are some seriously scary scenes and bloody fights between animals. In one harrowing sequence, a father lion is trampled to death by a stampede of wildebeest after saving his cub. That parental death is a pivotal point in the movie, and it haunts the son throughout the second half of the film. Another lion is responsible for his brother's death and later tries to get rid of his nephew. A group of hyenas terrorizes two cubs and eventually acts as a scavenger army. A character is killed by hyenas, but viewers don't see the actual murder."
17,1261903,126,Wall Street,e96cd3fd-6ba7-4fe2-8e70-67944d0e2726,1.0,Some verbal sparring and one brief fistfight.
14,1257318,105,ATL,f10a0e18-8bbb-4607-87cc-df5d36e7b78c,3.0,"Menacing gangster appears throughout; brief discussion of parents killed in car crash; brief violence erupts near the end: a boy is beaten by thugs who steal his money and drugs he's supposed to sell; a dealer shoots a boy for vengeance (shooting offscreen, but the result -- his family worrying in the hospital -- makes clear he's injured)."
8,1262022,95,Flicka 2,c70106c6-8afc-48f6-a94a-d7a8296adbaf,2.0,Carrie hitches a ride on her skateboard behind a truck and a car. She also takes risks when riding horses. Carrie's grandmother seems to be suffering from dementia; mentions of the loss of Carrie's mother.
13,1251697,138,The Hulk,4e9ad90b-f96f-4353-b159-7b6564847b87,3.0,"A great deal of comic-book-style ""action violence,"" meaning that there is a lot of destruction, but it is not very graphic. Intense action and peril."
8,1256306,99,Sky High,d2fcefcb-bd31-41e7-ae11-ff8ba3cd2bf9,3.0,"Lots of cartoony action; three major fights involving fireballs, slamming into walls and windows."
14,1254852,114,Sweet November,f4df8082-e6b3-428e-ba7c-c3a823a04647,3.0,"In a rage, Nelson breaks several items and cuts his hand. Sara has a fit; she throws pill vials and thrashes at Nelson. Seeing Sara's health worsen is upsetting."
11,1256739,107,The Next Karate Kid,9421a647-970c-4a0f-b82e-19ce199ac033,3.0,"The antagonists viciously punch and kick the love interest of the lead character and also blow up his beloved muscle car. Shortly before this, the lead antagonist shatters the car's windows while the boy is dropping off Julie after the prom. Julie is sexually harassed by one of the bad guys: He grabs her, pulls her close, and tells her how he wants her to meet him at ""the docks."" Miyagi is forced to defend himself against drunks at a gas station: He turns the guys against each other, causing one man to knock out the other with a tire iron. A student appears to have broken his arm after bungee jumping from the gym rafters to crash the prom."
18,1255359,124,Gigli,d9cda900-10cb-439a-a25c-c1da20784bad,5.0,"Graphic violence, suicide attempt."
5,5167771,77,Walt Disney Animation Studios Short Films Collection,e49a5d87-9720-4eac-bbb9-68d44d42c778,1.0,"Some suffering when a girl freezes out in the cold and dreams of her grandmother saving her. Otherwise slapstick, silly cartoon violence throughout: A cat jumps through a glass window, breaking it; slams a door on his tail; electrocutes himself; and fights his own tail with a knife. A whip cracks to indicate a slave being whipped; a gun shoots to signal the start of a competition; a dog is tackled by football players, pummeled, electrocuted, and tossed about; a horse imagines an explosion; a man is kicked upside the head; a cat is shot in the behind by pieces of candy, falls on a cactus and pitchfork repeatedly; a man is hit by a giant snowball."
8,1262399,103,The Secret of Moonacre,68ab1fb7-d75e-4df7-9e90-ce55a43ddd6b,2.0,"Maria loses her father early in the movie, which could upset some kids. Also, a few short battles in which Maria is chased by villians; they're short, but the darkness and dramatic lighting may frighten young children. Some other slightly scary scenes involving mysterious movements of doors and walls."
13,1252374,160,Out of Africa,0af0412b-25c5-47db-8222-1106f4099868,3.0,"Characters tote rifles, as appropriate for the time and the locale. They use them mostly for hunting. A woman shoots a bird and it’s shown getting hit and falling from the sky. Animals are flogged. Lions feast on cattle. A person slaps another. Hunters stalk lions with guns as one feasts on the carcass of a deer; they both hit one apiece."
14,1251734,100,"Run, Fatboy, Run",cd017757-1b71-4a14-b305-71041fb8b140,3.0,"A fistfight between friends turns ugly when they start hitting each other with garbage can lids and kicking each other in the groin; a character trips up another on purpose, causing injury; another character, who's fond of gambling, is threatened by the people he owes money to (they nearly crush him with a piano)."
8,1261932,118,The Perfect Game,c0954de2-08af-4531-a6c9-8127391493c7,2.0,"A couple of fist-fights nearly break out -- one among adult men and one among preteen boys. A boy's death -- during a stickball game -- is recounted and alluded to several times. A father is cruel to his wife and son, and while he doesn't literally hit them, he's menacing and mean on several occasions."
5,1252136,92,Toy Story 2,f42fe465-9145-4ab4-8995-cb0d0d58d43b,2.0,"Some tense scenes show the main characters in peril. Some slapstick falls; characters fight/grapple (but no one is seriously hurt). One battle scene turns out to be from a video game. In the 3-D version, a couple of scenes can be briefly scary, like when Buzz's nemesis Zurg is featured. Characters' separation from their friends/loved ones could be upsetting to some younger kids."
16,1258438,87,One Missed Call,b8da816c-8762-4517-8c77-7ad8cd413dd5,5.0,"Repeated slasher-style assaults, with victims grabbed, dragged, and mutilated. Several jump scenes. Very first scene shows a child slammed into a window as the building behind her burns. Scary images include cracked faces, yucky bugs, and a rat in a sink. Grisly deaths include drowning, being hit by a train, being punctured by a construction rod, choking, burning, asphyxiation of a young asthma victim. Discussions of child abuse and trauma. Flashbacks show a mother approaching her daughter with a cigarette to burn her. Body in morgue is days old, discolored, in a body bag. A young girl cuts her sister with a knife, upsetting their mother."
